city;year;weekofyear;week_start_date;station_max_temp_c;station_min_temp_c;station_precip_mm;total_cases
sj;1995;52;01/01/1995;32.8;22.2;9.2;154
sj;1995;1;08/01/1995;31.7;20.0;40.4;91
sj;1995;2;15/01/1995;30.0;21.7;10.5;72
sj;1995;3;22/01/1995;28.9;20.0;29.0;56
sj;1995;4;29/01/1995;32.8;20.6;9.9;46
sj;1995;5;05/02/1995;31.7;21.1;26.9;37
sj;1995;6;12/02/1995;32.8;20.0;0.0;26
sj;1995;7;19/02/1995;32.2;20.6;2.8;17
sj;1995;8;26/02/1995;31.7;21.7;29.5;17
sj;1995;9;05/03/1995;30.6;20.0;51.7;20
sj;1995;10;12/03/1995;30.0;21.1;16.9;11
sj;1995;11;19/03/1995;31.7;21.1;16.5;7
sj;1995;12;26/03/1995;31.7;18.9;2.3;16
sj;1995;13;02/04/1995;30.0;20.0;4.1;14
sj;1995;14;09/04/1995;32.8;19.4;0.0;16
sj;1995;15;16/04/1995;32.8;22.8;0.0;5
sj;1995;16;23/04/1995;32.8;21.1;72.0;2
sj;1995;17;30/04/1995;31.1;21.7;1.0;6
sj;1995;18;07/05/1995;34.4;22.2;2.8;5
sj;1995;19;14/05/1995;34.4;22.8;29.7;4
sj;1995;20;21/05/1995;31.1;21.7;101.6;3
sj;1995;21;28/05/1995;31.7;22.2;97.5;4
sj;1995;22;04/06/1995;33.3;23.3;9.1;16
sj;1995;23;11/06/1995;31.1;22.8;35.5;8
sj;1995;24;18/06/1995;32.8;22.8;43.5;7
sj;1995;25;25/06/1995;33.3;24.4;10.5;10
sj;1995;26;02/07/1995;33.9;24.4;15.8;14
sj;1995;27;09/07/1995;34.4;25.0;16.0;7
sj;1995;28;16/07/1995;34.4;24.4;21.4;9
sj;1995;29;23/07/1995;33.9;25.0;30.6;11
sj;1995;30;30/07/1995;33.3;23.9;43.3;23
sj;1995;31;06/08/1995;33.9;23.9;30.1;17
sj;1995;32;13/08/1995;33.9;23.3;27.3;19
sj;1995;33;20/08/1995;34.4;25.6;8.7;24
sj;1995;34;27/08/1995;33.3;23.3;66.0;17
sj;1995;35;03/09/1995;32.2;24.4;12.8;28
sj;1995;36;10/09/1995;34.4;23.9;20.4;40
sj;1995;37;17/09/1995;35.0;24.4;77.1;33
sj;1995;38;24/09/1995;35.6;25.0;71.2;31
sj;1995;39;01/10/1995;34.4;25.6;13.3;33
sj;1995;40;08/10/1995;32.2;23.9;45.6;29
sj;1995;41;15/10/1995;32.2;24.4;19.1;30
sj;1995;42;22/10/1995;33.9;23.3;39.1;36
sj;1995;43;29/10/1995;32.2;23.3;53.6;48
sj;1995;44;05/11/1995;33.9;23.3;13.5;40
sj;1995;45;12/11/1995;31.7;23.3;53.6;28
sj;1995;46;19/11/1995;31.1;22.8;2.8;36
sj;1995;47;26/11/1995;32.2;22.8;5.9;19
sj;1995;48;03/12/1995;33.3;22.8;13.5;34
sj;1995;49;10/12/1995;31.1;22.2;14.9;23
sj;1995;50;17/12/1995;30.6;22.2;20.9;17
sj;1995;51;24/12/1995;30.0;22.2;53.9;17
sj;1996;1;01/01/1996;28.3;21.7;46.5;23
sj;1996;2;08/01/1996;31.1;21.7;24.6;14
sj;1996;3;15/01/1996;31.1;21.7;40.6;20
sj;1996;4;22/01/1996;28.9;22.2;47.7;13
sj;1996;5;29/01/1996;28.3;20.0;32.0;23
sj;1996;6;05/02/1996;29.4;21.1;10.8;20
sj;1996;7;12/02/1996;31.1;21.1;25.5;16
sj;1996;8;19/02/1996;31.7;21.1;22.1;16
sj;1996;9;26/02/1996;29.4;21.1;4.6;23
sj;1996;10;04/03/1996;30.6;20.6;3.3;14
sj;1996;11;11/03/1996;31.1;21.7;12.7;15
sj;1996;12;18/03/1996;32.2;22.2;14.2;4
sj;1996;13;25/03/1996;32.2;20.6;0.5;5
sj;1996;14;01/04/1996;31.1;21.7;21.6;5
sj;1996;15;08/04/1996;32.2;21.7;80.5;11
sj;1996;16;15/04/1996;32.2;21.1;8.9;11
sj;1996;17;22/04/1996;30.0;22.2;8.2;7
sj;1996;18;29/04/1996;30.0;22.2;25.6;4
sj;1996;19;06/05/1996;29.4;21.7;10.6;6
sj;1996;20;13/05/1996;29.4;22.2;44.8;5
sj;1996;21;20/05/1996;30.6;22.8;0.8;2
sj;1996;22;27/05/1996;33.3;23.3;9.4;4
sj;1996;23;03/06/1996;32.2;23.9;2.3;2
sj;1996;24;10/06/1996;31.1;23.3;40.9;4
sj;1996;25;17/06/1996;30.6;22.8;84.6;6
sj;1996;26;24/06/1996;32.8;23.3;19.3;6
sj;1996;27;01/07/1996;32.2;24.4;5.9;4
sj;1996;28;08/07/1996;32.8;23.3;43.5;6
sj;1996;29;15/07/1996;31.1;23.9;53.6;11
sj;1996;30;22/07/1996;31.1;23.9;9.9;16
sj;1996;31;29/07/1996;30.0;23.9;79.3;9
sj;1996;32;05/08/1996;30.6;24.4;31.9;12
sj;1996;33;12/08/1996;31.7;22.8;14.3;13
sj;1996;34;19/08/1996;31.1;22.8;80.6;27
sj;1996;35;26/08/1996;33.3;23.9;22.6;21
sj;1996;36;02/09/1996;33.3;23.3;35.1;19
sj;1996;37;09/09/1996;32.8;23.3;51.1;17
sj;1996;38;16/09/1996;31.7;22.8;305.9;24
sj;1996;39;23/09/1996;32.8;23.9;7.3;27
sj;1996;40;30/09/1996;31.1;23.9;20.9;30
sj;1996;41;07/10/1996;31.7;23.3;17.6;29
sj;1996;42;14/10/1996;31.7;23.3;8.9;25
sj;1996;43;21/10/1996;33.9;24.4;6.6;35
sj;1996;44;28/10/1996;31.1;21.7;28.9;33
sj;1996;45;04/11/1996;31.1;22.2;35.6;30
sj;1996;46;11/11/1996;30.0;22.2;25.0;29
sj;1996;47;18/11/1996;29.4;22.2;88.3;31
sj;1996;48;25/11/1996;28.3;22.8;39.5;29
sj;1996;49;02/12/1996;28.3;21.7;19.6;22
sj;1996;50;09/12/1996;30.0;20.6;3.1;27
sj;1996;51;16/12/1996;28.9;21.1;25.4;24
sj;1996;52;23/12/1996;27.8;19.4;4.0;26
sj;1997;1;01/01/1997;31.7;21.7;0.5;29
sj;1997;2;08/01/1997;27.8;21.1;29.0;22
sj;1997;3;15/01/1997;28.9;19.4;0.6;33
sj;1997;4;22/01/1997;28.9;21.1;2.0;24
sj;1997;5;29/01/1997;28.3;21.1;58.9;30
sj;1997;6;05/02/1997;27.8;19.4;49.5;20
sj;1997;7;12/02/1997;27.8;21.1;25.4;17
sj;1997;8;19/02/1997;28.3;21.1;22.9;24
sj;1997;9;26/02/1997;27.8;21.1;30.0;28
sj;1997;10;05/03/1997;27.8;21.1;15.5;18
sj;1997;11;12/03/1997;27.8;21.1;13.8;13
sj;1997;12;19/03/1997;28.9;21.1;15.2;9
sj;1997;13;26/03/1997;31.1;20.6;1.5;14
sj;1997;14;02/04/1997;29.4;20.6;2.9;11
sj;1997;15;09/04/1997;31.1;21.7;0.6;11
sj;1997;16;16/04/1997;31.7;20.0;0.8;19
sj;1997;17;23/04/1997;34.4;21.1;0.0;10
sj;1997;18;30/04/1997;33.9;22.8;0.5;8
sj;1997;19;07/05/1997;33.9;23.3;0.3;8
sj;1997;20;14/05/1997;32.8;22.2;12.6;9
sj;1997;21;21/05/1997;32.2;23.9;12.9;3
sj;1997;22;28/05/1997;31.7;22.8;30.5;7
sj;1997;23;04/06/1997;32.8;22.2;31.3;14
sj;1997;24;11/06/1997;32.8;23.9;0.3;4
sj;1997;25;18/06/1997;33.9;23.9;0.5;9
sj;1997;26;25/06/1997;32.8;23.9;18.6;14
sj;1997;27;02/07/1997;32.2;24.4;4.1;7
sj;1997;28;09/07/1997;33.9;23.9;8.7;9
sj;1997;29;16/07/1997;32.8;24.4;40.9;3
sj;1997;30;23/07/1997;31.7;23.3;51.2;3
sj;1997;31;30/07/1997;31.7;22.8;16.3;14
sj;1997;32;06/08/1997;32.2;25.0;5.2;12
sj;1997;33;13/08/1997;32.8;23.9;53.4;10
sj;1997;34;20/08/1997;32.2;24.4;52.3;21
sj;1997;35;27/08/1997;32.2;22.8;50.0;26
sj;1997;36;03/09/1997;32.8;25.0;17.0;47
sj;1997;37;10/09/1997;32.8;24.4;15.8;42
sj;1997;38;17/09/1997;34.4;25.0;18.1;31
sj;1997;39;24/09/1997;32.2;23.9;25.4;34
sj;1997;40;01/10/1997;32.2;21.7;31.2;33
sj;1997;41;08/10/1997;33.3;23.3;44.4;52
sj;1997;42;15/10/1997;31.1;22.8;6.3;56
sj;1997;43;22/10/1997;32.8;23.9;8.7;70
sj;1997;44;29/10/1997;32.8;24.4;0.0;112
sj;1997;45;05/11/1997;31.1;23.9;27.1;70
sj;1997;46;12/11/1997;32.8;22.8;34.6;47
sj;1997;47;19/11/1997;31.1;23.9;6.1;48
sj;1997;48;26/11/1997;30.6;23.9;81.8;49
sj;1997;49;03/12/1997;31.7;23.3;39.9;66
sj;1997;50;10/12/1997;32.2;21.7;0.0;56
sj;1997;51;17/12/1997;32.2;22.2;1.5;61
sj;1997;52;24/12/1997;31.7;22.2;17.3;67
sj;1998;1;01/01/1998;;;;64
sj;1998;2;08/01/1998;31.7;22.8;33.3;68
sj;1998;3;15/01/1998;29.4;20.6;152.4;49
sj;1998;4;22/01/1998;29.4;21.1;4.8;50
sj;1998;5;29/01/1998;31.1;22.2;1.3;56
sj;1998;6;05/02/1998;31.7;21.1;0.0;75
sj;1998;7;12/02/1998;32.2;22.8;79.2;63
sj;1998;8;19/02/1998;28.9;20.0;8.7;62
sj;1998;9;26/02/1998;31.1;21.1;6.4;41
sj;1998;10;05/03/1998;32.2;21.1;7.0;50
sj;1998;11;12/03/1998;32.2;21.1;15.1;34
sj;1998;12;19/03/1998;28.9;20.6;27.7;31
sj;1998;13;26/03/1998;31.1;22.2;16.5;38
sj;1998;14;02/04/1998;31.7;21.7;15.5;30
sj;1998;15;09/04/1998;31.7;21.7;10.7;32
sj;1998;16;16/04/1998;33.9;22.2;7.9;26
sj;1998;17;23/04/1998;29.4;21.7;73.4;30
sj;1998;18;30/04/1998;31.1;22.8;16.3;36
sj;1998;19;07/05/1998;31.1;22.2;6.9;35
sj;1998;20;14/05/1998;33.9;22.2;7.1;46
sj;1998;21;21/05/1998;34.4;23.3;59.1;48
sj;1998;22;28/05/1998;31.1;24.4;13.8;44
sj;1998;23;04/06/1998;32.2;23.9;10.5;51
sj;1998;24;11/06/1998;32.8;23.9;38.6;59
sj;1998;25;18/06/1998;32.8;23.9;23.4;71
sj;1998;26;25/06/1998;32.2;23.9;20.6;102
sj;1998;27;02/07/1998;32.2;25.0;0.0;128
sj;1998;28;09/07/1998;32.8;22.8;11.7;127
sj;1998;29;16/07/1998;33.3;23.9;62.5;150
sj;1998;30;23/07/1998;31.7;23.9;81.9;191
sj;1998;31;30/07/1998;31.7;23.9;20.5;256
sj;1998;32;06/08/1998;32.2;24.4;6.2;329
sj;1998;33;13/08/1998;32.8;24.4;3.8;263
sj;1998;34;20/08/1998;32.8;25.0;20.4;220
sj;1998;35;27/08/1998;33.9;23.3;146.4;204
sj;1998;36;03/09/1998;33.9;22.8;27.4;181
sj;1998;37;10/09/1998;32.2;24.4;61.3;99
sj;1998;38;17/09/1998;34.4;24.4;39.7;54
sj;1998;39;24/09/1998;32.2;24.4;123.6;80
sj;1998;40;01/10/1998;32.8;23.9;24.7;102
sj;1998;41;08/10/1998;31.7;24.4;25.0;127
sj;1998;42;15/10/1998;31.7;23.3;15.5;73
sj;1998;43;22/10/1998;33.9;23.9;26.7;68
sj;1998;44;29/10/1998;32.8;23.3;54.6;64
sj;1998;45;05/11/1998;31.1;23.3;81.5;55
sj;1998;46;12/11/1998;32.8;23.3;8.7;67
sj;1998;47;19/11/1998;30.6;23.3;71.3;84
sj;1998;48;26/11/1998;30.0;22.8;29.8;85
sj;1998;49;03/12/1998;29.4;22.2;48.2;67
sj;1998;50;10/12/1998;28.9;22.8;97.6;73
sj;1998;51;17/12/1998;31.1;22.8;18.9;89
sj;1998;52;24/12/1998;30.0;22.2;29.7;68
sj;1999;53;01/01/1999;;;;59
sj;1999;1;08/01/1999;28.9;22.2;16.2;56
sj;1999;2;15/01/1999;28.3;20.0;20.6;77
sj;1999;3;22/01/1999;30.0;21.1;27.2;75
sj;1999;4;29/01/1999;28.3;21.1;8.6;47
sj;1999;5;05/02/1999;27.8;19.4;18.0;50
sj;1999;6;12/02/1999;27.8;17.8;2.9;42
sj;1999;7;19/02/1999;29.4;19.4;24.8;28
sj;1999;8;26/02/1999;28.9;18.9;0.0;37
sj;1999;9;05/03/1999;29.4;20.6;40.1;37
sj;1999;10;12/03/1999;29.4;20.6;0.0;27
sj;1999;11;19/03/1999;31.1;20.6;8.4;12
sj;1999;12;26/03/1999;30.6;21.1;0.0;15
sj;1999;13;02/04/1999;30.6;21.7;7.9;22
sj;1999;14;09/04/1999;29.4;21.1;30.8;8
sj;1999;15;16/04/1999;30.0;21.1;19.8;15
sj;1999;16;23/04/1999;32.2;22.8;9.2;17
sj;1999;17;30/04/1999;31.7;22.2;4.1;10
sj;1999;18;07/05/1999;33.9;22.2;0.5;9
sj;1999;19;14/05/1999;32.8;21.7;73.1;11
sj;1999;20;21/05/1999;33.3;23.3;14.3;20
sj;1999;21;28/05/1999;33.3;24.4;8.2;13
sj;1999;22;04/06/1999;33.3;23.9;5.9;11
sj;1999;23;11/06/1999;33.9;22.8;56.8;16
sj;1999;24;18/06/1999;31.7;23.9;17.6;11
sj;1999;25;25/06/1999;31.1;22.8;60.6;7
sj;1999;26;02/07/1999;31.7;25.0;5.4;17
sj;1999;27;09/07/1999;31.1;22.8;36.6;14
sj;1999;28;16/07/1999;32.8;23.3;17.5;13
